URL,Date,Congress,Title,Congressional Record,Text
  Mr. SANDERS. The thing is that hundreds of thousands of women and 
children are living in desperation today. And nobody in the world can 
guarantee that a bottle of water may not go to somebody connected to 
Hamas. If you are insistent upon that, what you are really saying is, 
no money for Gaza.
  So, with that, I object.
  The PRESIDING OFFICER. Senators, I am going to ask that you direct 
your comments and questions to the Chair.
  The Senator from Vermont, you were recognized. Thank you.
  The Senator from Florida, you are now recognized.
  Mr. SCOTT of Florida. Madam President, let us just remember, what we 
are talking about is, this is not against sending money to Gaza. It is 
saying we have--if we are going to send money, it cannot go for the 
benefit of individuals who murdered babies, raped teenage girls, and 
shot people in their sleep. I mean, I don't know how anybody can ever 
support giving money to Gaza when you know it is going to go to Hamas 
if you are not careful. And that is exactly what this administration 
said.
  The PRESIDING OFFICER. The Senator from Tennessee."
https://www.congress.gov/congressional-record/volume-169/issue-171/senate-section/article/S5075-1?q=%7B%22search%22%3A%22%5C%22Israel%5C%22+%5C%22Palestine%5C%22%22%7D&s=4&r=13,10/18/2023,Senate ,BORDER SECURITY.,"Vol. 169, No. 171","Mrs. BLACKBURN. Madam President, I know that we are all watching what 
is happening with Israel and then also looking at how that affects our 
national security. And in doing this, one of the things we have paid 
attention to is what is happening at our southern border.
  As you look at the numbers there, it really is quite frightening to 
see how people from all across the globe are coming to our southern 
border. Indeed, last year, we had individuals from 176 different 
countries that came to our southern border. Among this number, there 
were hundreds of gang members, there were thousands of convicted 
criminals, and there were individuals of interest--names of interest--
that our Border Patrol watched, and, indeed, there were people on the 
Terrorist Watchlist.
  Last year, in 2023--that is, our fiscal 2023--there were 151 
apprehensions of individuals on the Terrorist Watchlist. Now, this 
number is really quite a dramatic increase. In 2022, there were 98 
individuals on the Terrorist Watchlist who were apprehended at the 
southern border. In 2021, there were 15. And in 2019, there were zero--
not a one.
  Now, as you look at these numbers and as you look at what is 
happening here, it is natural to think: What has caused this uptick in 
terrorists that are coming to our border? If you are going to be honest 
about these numbers, what you would have to do is say: OK, what has 
changed from 2019 to 2021 and 2022 and 2023? And in a sane world--which 
maybe this is not a sane world right now--it would lead you to look at 
this administration's border policies: the ease with which people can 
come to the border, raise their hands, and claim asylum; the way the 
cartels have expanded around the globe as global businesses, indeed, 
moving human trafficking from having been a $500 million-a-year 
business in 2019 to today, this year, $150 billion--``billion'' with a 
B. Those are the numbers that we are dealing with.
  And for terrorists who want to get in this country--and I would say 
it is not a stretch to think they are coming here to do us harm--maybe 
they are saying: It is the easiest way. You can claim asylum. You can 
grab a child and say you are bringing your child to America for a 
better life.
  But the numbers are not my numbers. They are not Republican numbers. 
They are not Senate numbers. These are the numbers that come from the 
Department of Homeland Security. This is what they have logged.
  Now, the other thing that we have to look at is that in fiscal year 
2022, DHS reported that 2.4 million individuals tried to force their 
way across the southern border. And, indeed, we have to say that. And, 
in that, we also have an additional 600,000 ``got-aways.'' Those are 
the ones who can be seen on surveillance but they can't get to.
  Those are pretty hefty numbers, and those are the 2022 numbers. In 
2023, the numbers are even above that. It is impossible to control an 
influx of this magnitude, which means it is also impossible for us to 
control the collective threat that this poses to our country. Because, 
in those ``got-aways,'' how many are terrorists? How many are gang 
members? How many are drug traffickers? How many are sex traffickers? 
How many of those ``got-aways'' are coming to inflict harm on our 
cities, our towns, our communities, and our citizens?
  Now, what has concerned me and what concerns so many Tennesseans--and 
I hear it regularly--last night, I did a cell phone townhall, which I 
enjoy doing and hearing firsthand from Tennesseans, spending an hour 
taking questions, answering their questions. And what really bothers so 
many of them is our President and his administration's unwillingness to 
